NaN,NaN,NaN,36.17,NaN
NaN,NaN,NaN,89.04,NaN
NaN,NaN,NaN,152.52,NaN
NaN,NaN,NaN,204.65,NaN
NaN,NaN,NaN,257.48,NaN
NaN,NaN,NaN,305.24,NaN
NaN,NaN,NaN,348.52,NaN
NaN,NaN,NaN,380.4,NaN
NaN,NaN,NaN,411.26,NaN
