110.666664,116.46429,105.861115,NaN,110.99735
282.9375,281.86667,286.1842,NaN,283.6628
472.6129,464.0,407.57144,NaN,448.06143
630.0,631.4074,604.3023,NaN,621.90326
857.0,807.7857,716.65717,NaN,793.8143
1027.4482,997.75,891.97675,NaN,972.39166
1175.72,1129.6666,1086.7435,NaN,1130.7101
1328.1515,1339.5172,1219.6842,NaN,1295.7843
1547.95,1559.3158,1275.705,NaN,1460.9902
